title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
AdaVDR: Adaptive Tool Use and Reflection for Video Deep Research,"Xintong Zhang, Xiaomeng Fan, Shilin Yan, Ekko He, Zicheng Liu, Zijian Zou, Guannan Zhang, Yuwei Wu, Zhi Gao, Hongwei Xue",2026-08-26,2026-08-27,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.25559,10.48550/arxiv.2608.25559,2608.25559,2026,day,openalex,medium,2026-08-26,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-29T12:45:16+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.,Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9100,False,False,,2026-08-30,2026-08-27 17:41:46
AFDBench: A Reasoning-First AI Scientist for NationalWeather Service Forecast Discussions,"Manmeet Singh, Somnath Luitel, Prabhjot Singh, Manraaj Banga, Naveen Sudharsan, Josh Durkee",2026-08-25,2026-08-27,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.24954,10.48550/arxiv.2608.24954,2608.24954,2026,day,openalex,medium,2026-08-25,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-28T18:47:34+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.,Comparative claims were detected without a suitable baseline in the available text.,No suitable baseline comparison was detected in the available text.,,,0.9300,False,False,,2026-08-30,2026-08-27 17:41:53
Structurally-bounded Agentic Graph Exploration for Evidence-Grounded Scholarly DeepSearch,"Rima Hazra, Sayan Layek, Somnath Banerjee, Soumen Chakrabarti, Animesh Mukherjee",2026-08-25,2026-08-26,relevant,93,deep-research-agents; citation-grounding,openalex; arxiv,https://arxiv.org/abs/2608.24809,10.48550/arxiv.2608.24809,2608.24809,2026,day,openalex,medium,2026-08-25,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,59,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-01T11:48:22+00:00,"The available evidence is mixed or incomplete. Automated score 59/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; Code, data, or research artifacts are described as available.",,No reproducible review or selection methodology was detected.,,,0.9300,False,False,,2026-08-30,2026-08-26 07:14:18
Can Coding Agents Build Robust Baselines? A Skill-Based Approach for Automating the Medical Imaging Model-Development Pipeline,"Eugenia Moris, José Ignacio Orlando",2026-08-24,2026-08-25,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.23336,10.48550/arxiv.2608.23336,2608.23336,2026,day,openalex,medium,2026-08-24,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,58,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-28T18:47:34+00:00,"The available evidence is mixed or incomplete. Automated score 58/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Limitations or threats to validity are acknowledged.,,No reproducible review or selection methodology was detected.,,,0.9300,False,False,,2026-08-28,2026-08-25 07:12:43
From Inertia to Objectivity: Improving Deep Research Agents with Noise Isolation,"Xiangxin Zhang, Zhanwei Zhang, Zhihang Fu, Binbin Lin, Wenxiao Wang",2026-08-24,2026-08-25,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.23045,10.48550/arxiv.2608.23045,2608.23045,2026,day,openalex,medium,2026-08-24,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,63,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-27T17:42:16+00:00,"The available evidence is mixed or incomplete. Automated score 63/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.,,,,,0.9100,False,False,,2026-08-29,2026-08-25 07:12:37
TOWARD AUTOPOIETIC AGENTIC DEVELOPMENT SYSTEMS: A Conceptual Framework and Research Agenda for Closed-Loop Software Evolution,Jaconaazar Souza Silva,2026-08-24,2026-08-26,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.22081402,10.5281/zenodo.22081402,,2026,day,openalex,medium,2026-08-24,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-26T07:14:45+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",Formal definitions or proof-oriented evidence is present.,,,,,0.9100,False,False,,2026-08-25,2026-08-26 07:14:28
Replication package for: An Independent Evaluation of AI Scientist v2 on Biomedical Research Tasks,Dyuthi Vallamsetty,2026-08-23,2026-08-19,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.22062345,10.5281/zenodo.22062345,,2026,day,openalex,medium,2026-08-23,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,replication,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-24T07:32:17+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.","The available text identifies data or a benchmark used by the work.; Code, data, or research artifacts are described as available.",,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-26,2026-08-19 07:08:47
Evidence-Grounded AI Operations Workflow: Extending a Human-Designed Quality Monitoring Framework with Agentic AI,Saheli Basu,2026-08-21,2026-08-23,relevant,93,citation-grounding; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.22050591,10.5281/zenodo.22050591,,2026,day,openalex,medium,2026-08-21,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,case_study,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-23T07:05:44+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-23,2026-08-23 07:05:27
Symposium: Trust via Auditable Records for Communities of AI Scientist Agents,Dexter Pratt,2026-08-20,2026-08-21,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.19511,10.48550/arxiv.2608.19511,2608.19511,2026,day,openalex,medium,2026-08-20,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-23T07:05:44+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,,,,0.9300,False,False,,2026-08-27,2026-08-21 07:11:02
Science Done on a Machine by a Machine: AI Agents in Computational Chemistry,"Pavlo O. Dral, Hassan Nawaz, Arif Ullah",2026-08-19,2026-08-20,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2608.18508,10.48550/arxiv.2608.18508,2608.18508,2026,day,openalex,medium,2026-08-19,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-23T07:05:44+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,,,,0.9300,False,False,,2026-08-22,2026-08-20 07:09:54
SGHA: Evidence-Grounded Research Problem Discovery with Local Language Models,"Sarvesh Gharat, Junpei Komiyama",2026-08-18,2026-08-19,relevant,98,ai-scientist; citation-grounding; deep-research-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2608.17501,10.48550/arxiv.2608.17501,2608.17501,2026,day,openalex,medium,2026-08-18,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-22T07:03:02+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.,,,,,0.9800,False,False,,2026-08-21,2026-08-19 07:08:43
A Persistent Fleet of AI Scientists Exhibits Cooperative and Autopoietic Behavior,"M. Patel, Wesley A. Wierson, Stephen C. Ekker",2026-08-18,2026-08-22,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.64898/2026.08.16.745122,10.64898/2026.08.16.745122,,2026,day,openalex,medium,2026-08-18,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-22T07:03:03+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",The available text identifies data or a benchmark used by the work.,Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-23,2026-08-22 07:02:45
Measuring AI Scientists: From Exams to Discovery,"Yuanqi Du, Steven Dillmann, Jon Laurent, Peter Jansen, Haojun Jia, Ludwig Schmidt, Andrew White, Kristin Persson, Chenru Duan",2026-08-18,2026-08-20,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.26434/chemrxiv.15007582/v1,10.26434/chemrxiv.15007582/v1,,2026,day,openalex,medium,2026-08-18,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-20T07:10:15+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,,,,0.9300,False,False,,2026-08-19,2026-08-20 07:10:01
The Completeness Gap: Coverage Failures at Every Layer of an Agentic LLM Research Pipeline,"Ritik Sharma, Balvir Singh Thakur",2026-08-18,2026-08-23,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21992676,10.5281/zenodo.21992676,,2026,day,openalex,medium,2026-08-18,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,case_study,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-23T07:05:44+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9100,False,False,,2026-08-19,2026-08-23 07:05:27
Paper 0: An Independent Evaluation of AI Scientist v2 on Biomedical Research Tasks — Replication Code,Dyuthi Vallamsetty,2026-08-16,2026-08-19,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21961765,10.5281/zenodo.21961765,,2026,day,openalex,medium,2026-08-16,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,replication,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-21T07:11:28+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",The available text identifies data or a benchmark used by the work.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-18,2026-08-19 07:08:47
What Constitutes an Omni-Modal Omni- Discipline AI Scientist -And What Good Is He?,Ijaz Durrani,2026-08-15,2026-08-17,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.13140/rg.2.2.25199.80804,10.13140/rg.2.2.25199.80804,,2026,day,openalex,medium,2026-08-15,unknown,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,,unknown,low,metadata_only,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-17T07:20:08+00:00,Not enough evidence was available for an automated scholarly-quality assessment.,,,Not enough paper content was available for a defensible scholarly-quality score.; No abstract or extractable full text was available.,,,0.9300,False,False,,2026-08-16,2026-08-17 07:19:49
When Deep Research Agents Stagnate: Enhancing Reasoning with Retrieval-Aware Agent Control,"Heydar Soudani, Elizabeth Lingg, Faegheh Hasibi, Navid Rekabsaz",2026-08-15,2026-08-18,relevant,91,deep-research-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2608.15191,10.48550/arxiv.2608.15191,2608.15191,2026,day,openalex,medium,2026-08-15,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-20T07:10:16+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; Quantitative evaluation signals were detected.,Comparative claims were detected without a suitable baseline in the available text.,,,,0.9100,False,False,,2026-08-19,2026-08-18 07:07:59
The AI scientist arrives: a new epoch in autonomous discovery,Guang‐Guo Ying,2026-08-14,2026-08-16,relevant,96,deep-research-agents; ai-scientist,openalex,https://doi.org/10.66178/aie-0026-0017,10.66178/aie-0026-0017,,2026,day,openalex,medium,2026-08-14,peer_reviewed,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-16T07:04:16+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",Limitations or threats to validity are acknowledged.,,,,,0.9600,False,False,,2026-08-16,2026-08-16 07:03:48
MIRA: Towards a General AI Scientist,Deep Principle,2026-08-14,2026-08-16,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21930641,10.5281/zenodo.21930641,,2026,day,openalex,medium,2026-08-14,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-16T07:04:16+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.,,,,,0.9300,False,False,,2026-08-15,2026-08-16 07:03:48
The Past and Future of AI Scientists,Ross D. King,2026-08-14,2026-08-17,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.14407,10.48550/arxiv.2608.14407,2608.14407,2026,day,openalex,medium,2026-08-14,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,54,weak,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-20T07:10:16+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 54/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; Formal definitions or proof-oriented evidence is present.,Comparative claims were detected without a suitable baseline in the available text.,"No reproducible review or selection methodology was detected.; Extraction was limited to 80 pages.; Extraction was limited to 120000 characters.; Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.9300,False,False,,2026-08-19,2026-08-17 07:19:44
OmniScientist: An Omni-Modal Omni-Discipline AI Scientist,"Bobo Li, Hao Fei, Tianjie Ju, Mong-Li Lee, Wynne Hsu",2026-08-13,2026-08-14,relevant,95,ai-scientist; citation-grounding; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.13558,10.48550/arxiv.2608.13558,2608.13558,2026,day,openalex,medium,2026-08-13,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-16T07:04:16+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.,Comparative claims were detected without a suitable baseline in the available text.,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9500,False,False,,2026-08-18,2026-08-14 07:54:27
Training AI Scientists to Replicate Research,"Damon Falck, Samer Sabri, Anja Surina, Thom Foster, Anya Sims, Sam Devlin, Dylan Rogers, Tantum Collins, Kaloyan Aleksiev, Louis Kirsch, Edward Hughes",2026-08-13,2026-08-14,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.13331,10.48550/arxiv.2608.13331,2608.13331,2026,day,openalex,medium,2026-08-13,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,replication,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-16T07:04:16+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The work reports an error or qualitative analysis.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-18,2026-08-14 07:54:30
Ai tidak akan mampu mencapai ataupun melampaui kecerdasan manusia tapi ai dapat menghancurkan umat manusia,Imam Maulana Maulana,2026-08-12,2026-08-14,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21896870,10.5281/zenodo.21896870,,2026,day,openalex,medium,2026-08-12,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-15T07:00:41+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",Limitations or threats to validity are acknowledged.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-13,2026-08-14 07:54:34
Virtual-cell verification enables self-auditing AI discovery for immune rejuvenation,"Yue You, Xueying Fan, 李光鹏, Wenchan Deng, Yunlin Fu, Huimin Hu, Wenle Ren, Shihong Lu, Guobin Han, Jian Shao, Shuangjia Zheng, Kaixin Zhou, Jiaming Kong, Jinzheng Chen, Xiaodong Liu, Luyi Tian",2026-08-11,2026-08-12,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.64898/2026.08.04.742916,10.64898/2026.08.04.742916,,2026,day,openalex,medium,2026-08-11,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-12T09:39:13+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",A baseline or comparison system is described.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-13,2026-08-12 09:37:25
The Landscape of LLM-based Search Agents: A Survey,"Fan Zhang, Jinyang Wu, Haoxuan Li, Zheng Lian, Hao Wu, Xinyu Geng, Guibin Zhang, Mingxian Lin, Donghao Zhou, Xiao Luo, Weizhi Zhang, Yefeng Zheng, Zhouchen Lin, Philip S. Yu, Pheng-Ann Heng",2026-08-10,2026-08-13,relevant,93,deep-research-agents; citation-grounding,openalex,https://doi.org/10.20944/preprints202608.0572.v1,10.20944/preprints202608.0572.v1,,2026,day,openalex,medium,2026-08-10,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,43,uncertain,low,title_and_abstract,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-13T07:57:30+00:00,"The available evidence is mixed or incomplete. Automated score 43/100, low confidence, based on title and abstract.",Quantitative evaluation signals were detected.,,No reproducible review or selection methodology was detected.,,,0.9300,False,False,,2026-08-12,2026-08-13 07:57:14
Agentic Auto-Research is Fuzz Testing,"Yifeng He, Jicheng Wang, Yinzhe Zhao, Jiachen Liu, Hao Chen",2026-08-10,2026-08-11,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.09855,10.48550/arxiv.2608.09855,2608.09855,2026,day,openalex,medium,2026-08-10,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-12T09:39:13+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.,,,,,0.9100,False,False,,2026-08-14,2026-08-11 07:40:48
"Carnot: Interpretable, Interactive, and Optimized Execution of Deep Research Queries","Matthew Russo, Yash Agarwal, Tianyu Li, Zhuohan Gu, Michael Cafarella, Omar Khattab, Tim Kraska, Samuel Madden",2026-08-10,2026-08-11,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.09532,10.48550/arxiv.2608.09532,2608.09532,2026,day,openalex,medium,2026-08-10,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,54,weak,medium,partial_full_text,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-17T07:20:09+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 54/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; Code, data, or research artifacts are described as available.; Dataset documentation, quality control, licensing, or ethics is discussed.",,,,,0.9100,False,False,,2026-08-15,2026-08-11 07:40:45
Not Worth Another Token: Marginal Value Estimation for Efficient Deep Research Agents,"Harshitha Kolukuluru, Reshma Ashok, Kirat Arora, Evan William Ciccarelli, Nischal Ashok Kumar, Lunyiu Nie, Franck Dernoncourt, Samyadeep Basu, Ryan A. Rossi, Nedim Lipka",2026-08-09,2026-08-11,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.08389,10.48550/arxiv.2608.08389,2608.08389,2026,day,openalex,medium,2026-08-09,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,63,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-15T07:00:42+00:00,"The available evidence is mixed or incomplete. Automated score 63/100, medium confidence, based on partial full text.",The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Robustness or statistical analysis is reported.; Limitations or threats to validity are acknowledged.,,,,,0.9100,False,False,,2026-08-14,2026-08-11 07:40:45
The Autonomous AI Scientist of 2030 Needs Inferential Arbitrage,Amarda Shehu,2026-08-07,2026-08-08,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.1145/3770855.3818657,10.1145/3770855.3818657,,2026,day,openalex,medium,2026-08-07,unknown,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,,unknown,low,metadata_only,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-08T07:18:54+00:00,Not enough evidence was available for an automated scholarly-quality assessment.,,,Not enough paper content was available for a defensible scholarly-quality score.; No abstract or extractable full text was available.,,,0.9300,False,False,,2026-08-08,2026-08-08 07:18:43
Systematic Diagnosis and Benchmarking of Memory Systems in Autonomous AI Research Agents: A Low-Resource Framework,"Nur Arifin Akbar, Rahool Dembani, Gregorius Airlangga, Ripto Mukti Wibowo, Biagio Lenzitti, Domenico Tegolo",2026-08-07,2026-08-08,relevant,91,deep-research-agents,openalex,https://doi.org/10.1145/3770855.3816477,10.1145/3770855.3816477,,2026,day,openalex,medium,2026-08-07,unknown,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-08T07:18:54+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.","User, expert, operational, or deployment evidence is described.",,No suitable baseline comparison was detected in the available text.,,,0.9100,False,False,,2026-08-08,2026-08-08 07:18:42
OmniScience: A Large-scale Multi-modal Dataset for Scientific Image Understanding,"Haoyi Tao, Chaozheng Huang, Nan Wang, Han Lyu, Linfeng Zhang, Guolin Ke, Xi Fang",2026-08-06,2026-08-08,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.1145/3770855.3817510,10.1145/3770855.3817510,,2026,day,openalex,medium,2026-08-06,unknown,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,dataset_or_benchmark,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-08T07:18:54+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",,"Dataset quality controls, licensing, ethics, or documentation were not detected.",,,0.9300,False,False,,2026-08-08,2026-08-08 07:18:43
Personalized Deep Research Query Refinement with Graph-Scaffolded Evidence Grounding,"Soojin Yoon, Dongha Lee",2026-08-06,2026-08-07,relevant,93,deep-research-agents; citation-grounding,openalex; arxiv,https://arxiv.org/abs/2608.05876,10.48550/arxiv.2608.05876,2608.05876,2026,day,openalex,medium,2026-08-06,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,45,weak,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-13T07:57:31+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 45/100, medium confidence, based on partial full text.",A baseline or comparison system is described.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-10,2026-08-07 07:44:42
